,date,month,hour,rate,weekday,min_c,max_c,rain,snow
145,2019-01-07,1,01,50,월,-6.2,3.1,0,0
146,2019-01-07,1,02,0,월,-6.2,3.1,0,0
147,2019-01-07,1,03,0,월,-6.2,3.1,0,0
148,2019-01-07,1,04,4,월,-6.2,3.1,0,0
149,2019-01-07,1,05,3,월,-6.2,3.1,0,0
150,2019-01-07,1,06,0,월,-6.2,3.1,0,0
151,2019-01-07,1,07,0,월,-6.2,3.1,0,0
152,2019-01-07,1,08,9,월,-6.2,3.1,0,0
153,2019-01-07,1,09,0,월,-6.2,3.1,0,0
154,2019-01-07,1,10,9,월,-6.2,3.1,0,0
155,2019-01-07,1,11,1,월,-6.2,3.1,0,0
156,2019-01-07,1,12,3,월,-6.2,3.1,0,0
157,2019-01-07,1,13,30,월,-6.2,3.1,0,0
158,2019-01-07,1,14,26,월,-6.2,3.1,0,0
159,2019-01-07,1,15,22,월,-6.2,3.1,0,0
160,2019-01-07,1,16,3,월,-6.2,3.1,0,0
161,2019-01-07,1,17,4,월,-6.2,3.1,0,0
162,2019-01-07,1,18,8,월,-6.2,3.1,0,0
163,2019-01-07,1,19,22,월,-6.2,3.1,0,0
164,2019-01-07,1,20,9,월,-6.2,3.1,0,0
165,2019-01-07,1,21,5,월,-6.2,3.1,0,0
166,2019-01-07,1,22,18,월,-6.2,3.1,0,0
167,2019-01-07,1,23,4,월,-6.2,3.1,0,0
168,2019-01-08,1,00,6,화,-7.2,0.5,0,0
169,2019-01-08,1,01,1,화,-7.2,0.5,0,0
170,2019-01-08,1,02,4,화,-7.2,0.5,0,0
171,2019-01-08,1,03,0,화,-7.2,0.5,0,0
172,2019-01-08,1,04,1,화,-7.2,0.5,0,0
173,2019-01-08,1,05,0,화,-7.2,0.5,0,0
174,2019-01-08,1,06,34,화,-7.2,0.5,0,0
175,2019-01-08,1,07,28,화,-7.2,0.5,0,0
176,2019-01-08,1,08,30,화,-7.2,0.5,0,0
177,2019-01-08,1,09,1,화,-7.2,0.5,0,0
178,2019-01-08,1,10,8,화,-7.2,0.5,0,0
179,2019-01-08,1,11,7,화,-7.2,0.5,0,0
180,2019-01-08,1,12,7,화,-7.2,0.5,0,0
181,2019-01-08,1,13,1,화,-7.2,0.5,0,0
182,2019-01-08,1,14,5,화,-7.2,0.5,0,0
183,2019-01-08,1,15,1,화,-7.2,0.5,0,0
184,2019-01-08,1,16,27,화,-7.2,0.5,0,0
185,2019-01-08,1,17,10,화,-7.2,0.5,0,0
186,2019-01-08,1,18,5,화,-7.2,0.5,0,0
187,2019-01-08,1,19,5,화,-7.2,0.5,0,0
188,2019-01-08,1,20,10,화,-7.2,0.5,0,0
189,2019-01-08,1,21,11,화,-7.2,0.5,0,0
190,2019-01-08,1,22,1,화,-7.2,0.5,0,0
191,2019-01-08,1,23,12,화,-7.2,0.5,0,0
192,2019-01-09,1,00,0,수,-9.4,1.3,0,0
193,2019-01-09,1,01,12,수,-9.4,1.3,0,0
194,2019-01-09,1,02,0,수,-9.4,1.3,0,0
195,2019-01-09,1,03,0,수,-9.4,1.3,0,0
196,2019-01-09,1,04,0,수,-9.4,1.3,0,0
197,2019-01-09,1,05,0,수,-9.4,1.3,0,0
198,2019-01-09,1,06,1,수,-9.4,1.3,0,0
199,2019-01-09,1,07,0,수,-9.4,1.3,0,0
200,2019-01-09,1,08,2,수,-9.4,1.3,0,0
201,2019-01-09,1,09,5,수,-9.4,1.3,0,0
202,2019-01-09,1,10,13,수,-9.4,1.3,0,0
203,2019-01-09,1,11,2,수,-9.4,1.3,0,0
204,2019-01-09,1,12,4,수,-9.4,1.3,0,0
205,2019-01-09,1,13,51,수,-9.4,1.3,0,0
206,2019-01-09,1,14,5,수,-9.4,1.3,0,0
207,2019-01-09,1,15,35,수,-9.4,1.3,0,0
208,2019-01-09,1,16,15,수,-9.4,1.3,0,0
209,2019-01-09,1,17,1,수,-9.4,1.3,0,0
210,2019-01-09,1,18,31,수,-9.4,1.3,0,0
211,2019-01-09,1,19,7,수,-9.4,1.3,0,0
212,2019-01-09,1,20,1,수,-9.4,1.3,0,0
213,2019-01-09,1,21,4,수,-9.4,1.3,0,0
214,2019-01-09,1,22,1,수,-9.4,1.3,0,0
215,2019-01-09,1,23,2,수,-9.4,1.3,0,0
216,2019-01-10,1,00,7,목,-4.5,3.0,0,0
217,2019-01-10,1,01,2,목,-4.5,3.0,0,0
218,2019-01-10,1,02,10,목,-4.5,3.0,0,0
219,2019-01-10,1,03,1,목,-4.5,3.0,0,0
220,2019-01-10,1,04,15,목,-4.5,3.0,0,0
221,2019-01-10,1,05,0,목,-4.5,3.0,0,0
222,2019-01-10,1,06,1,목,-4.5,3.0,0,0
223,2019-01-10,1,07,4,목,-4.5,3.0,0,0
224,2019-01-10,1,08,2,목,-4.5,3.0,0,0
225,2019-01-10,1,09,23,목,-4.5,3.0,0,0
226,2019-01-10,1,10,0,목,-4.5,3.0,0,0
227,2019-01-10,1,11,1,목,-4.5,3.0,0,0
228,2019-01-10,1,12,14,목,-4.5,3.0,0,0
229,2019-01-10,1,13,6,목,-4.5,3.0,0,0
230,2019-01-10,1,14,1,목,-4.5,3.0,0,0
231,2019-01-10,1,15,10,목,-4.5,3.0,0,0
232,2019-01-10,1,16,12,목,-4.5,3.0,0,0
233,2019-01-10,1,17,8,목,-4.5,3.0,0,0
234,2019-01-10,1,18,5,목,-4.5,3.0,0,0
235,2019-01-10,1,19,0,목,-4.5,3.0,0,0
236,2019-01-10,1,20,6,목,-4.5,3.0,0,0
237,2019-01-10,1,21,10,목,-4.5,3.0,0,0
238,2019-01-10,1,22,0,목,-4.5,3.0,0,0
239,2019-01-10,1,23,1,목,-4.5,3.0,0,0
240,2019-01-11,1,00,2,금,-0.4,7.2,0,0
241,2019-01-11,1,01,3,금,-0.4,7.2,0,0
242,2019-01-11,1,02,0,금,-0.4,7.2,0,0
243,2019-01-11,1,03,1,금,-0.4,7.2,0,0
244,2019-01-11,1,04,2,금,-0.4,7.2,0,0
245,2019-01-11,1,05,2,금,-0.4,7.2,0,0
246,2019-01-11,1,06,0,금,-0.4,7.2,0,0
247,2019-01-11,1,07,0,금,-0.4,7.2,0,0
248,2019-01-11,1,08,2,금,-0.4,7.2,0,0
249,2019-01-11,1,09,9,금,-0.4,7.2,0,0
250,2019-01-11,1,10,1,금,-0.4,7.2,0,0
251,2019-01-11,1,11,6,금,-0.4,7.2,0,0
252,2019-01-11,1,12,2,금,-0.4,7.2,0,0
253,2019-01-11,1,13,0,금,-0.4,7.2,0,0
254,2019-01-11,1,14,1,금,-0.4,7.2,0,0
255,2019-01-11,1,15,7,금,-0.4,7.2,0,0
256,2019-01-11,1,16,29,금,-0.4,7.2,0,0
257,2019-01-11,1,17,2,금,-0.4,7.2,0,0
258,2019-01-11,1,18,1,금,-0.4,7.2,0,0
259,2019-01-11,1,19,6,금,-0.4,7.2,0,0
260,2019-01-11,1,20,0,금,-0.4,7.2,0,0
261,2019-01-11,1,21,47,금,-0.4,7.2,0,0
262,2019-01-11,1,22,9,금,-0.4,7.2,0,0
263,2019-01-11,1,23,0,금,-0.4,7.2,0,0
264,2019-01-12,1,00,5,토,-0.6,8.0,0,0
265,2019-01-12,1,01,0,토,-0.6,8.0,0,0
266,2019-01-12,1,02,12,토,-0.6,8.0,0,0
267,2019-01-12,1,03,0,토,-0.6,8.0,0,0
268,2019-01-12,1,04,1,토,-0.6,8.0,0,0
269,2019-01-12,1,05,0,토,-0.6,8.0,0,0
270,2019-01-12,1,06,15,토,-0.6,8.0,0,0
271,2019-01-12,1,07,6,토,-0.6,8.0,0,0
272,2019-01-12,1,08,6,토,-0.6,8.0,0,0
273,2019-01-12,1,09,15,토,-0.6,8.0,0,0
274,2019-01-12,1,10,7,토,-0.6,8.0,0,0
275,2019-01-12,1,11,0,토,-0.6,8.0,0,0
276,2019-01-12,1,12,6,토,-0.6,8.0,0,0
277,2019-01-12,1,13,1,토,-0.6,8.0,0,0
278,2019-01-12,1,14,2,토,-0.6,8.0,0,0
279,2019-01-12,1,15,6,토,-0.6,8.0,0,0
280,2019-01-12,1,16,14,토,-0.6,8.0,0,0
281,2019-01-12,1,17,10,토,-0.6,8.0,0,0
282,2019-01-12,1,18,3,토,-0.6,8.0,0,0
283,2019-01-12,1,19,9,토,-0.6,8.0,0,0
284,2019-01-12,1,20,6,토,-0.6,8.0,0,0
285,2019-01-12,1,21,8,토,-0.6,8.0,0,0
286,2019-01-12,1,22,18,토,-0.6,8.0,0,0
287,2019-01-12,1,23,4,토,-0.6,8.0,0,0
288,2019-01-13,1,00,13,일,-3.0,7.6,0,0
289,2019-01-13,1,01,2,일,-3.0,7.6,0,0
290,2019-01-13,1,02,6,일,-3.0,7.6,0,0
291,2019-01-13,1,03,0,일,-3.0,7.6,0,0
292,2019-01-13,1,04,0,일,-3.0,7.6,0,0
293,2019-01-13,1,05,0,일,-3.0,7.6,0,0
294,2019-01-13,1,06,5,일,-3.0,7.6,0,0
295,2019-01-13,1,07,7,일,-3.0,7.6,0,0
296,2019-01-13,1,08,4,일,-3.0,7.6,0,0
297,2019-01-13,1,09,17,일,-3.0,7.6,0,0
298,2019-01-13,1,10,1,일,-3.0,7.6,0,0
299,2019-01-13,1,11,8,일,-3.0,7.6,0,0
300,2019-01-13,1,12,1,일,-3.0,7.6,0,0
301,2019-01-13,1,13,9,일,-3.0,7.6,0,0
302,2019-01-13,1,14,1,일,-3.0,7.6,0,0
303,2019-01-13,1,15,37,일,-3.0,7.6,0,0
304,2019-01-13,1,16,7,일,-3.0,7.6,0,0
305,2019-01-13,1,17,0,일,-3.0,7.6,0,0
306,2019-01-13,1,18,9,일,-3.0,7.6,0,0
307,2019-01-13,1,19,31,일,-3.0,7.6,0,0
308,2019-01-13,1,20,4,일,-3.0,7.6,0,0
309,2019-01-13,1,21,0,일,-3.0,7.6,0,0
310,2019-01-13,1,22,3,일,-3.0,7.6,0,0
311,2019-01-13,1,23,9,일,-3.0,7.6,0,0
312,2019-01-14,1,00,5,월,-2.4,5.3,0,0
313,2019-01-14,1,01,2,월,-2.4,5.3,0,0
314,2019-01-14,1,02,0,월,-2.4,5.3,0,0
315,2019-01-14,1,03,1,월,-2.4,5.3,0,0
316,2019-01-14,1,04,1,월,-2.4,5.3,0,0
317,2019-01-14,1,05,2,월,-2.4,5.3,0,0
318,2019-01-14,1,06,0,월,-2.4,5.3,0,0
319,2019-01-14,1,07,3,월,-2.4,5.3,0,0
320,2019-01-14,1,08,1,월,-2.4,5.3,0,0
321,2019-01-14,1,09,1,월,-2.4,5.3,0,0
322,2019-01-14,1,10,2,월,-2.4,5.3,0,0
323,2019-01-14,1,11,6,월,-2.4,5.3,0,0
324,2019-01-14,1,12,13,월,-2.4,5.3,0,0
325,2019-01-14,1,13,60,월,-2.4,5.3,0,0
326,2019-01-14,1,14,43,월,-2.4,5.3,0,0
327,2019-01-14,1,15,13,월,-2.4,5.3,0,0
328,2019-01-14,1,16,3,월,-2.4,5.3,0,0
329,2019-01-14,1,17,7,월,-2.4,5.3,0,0
330,2019-01-14,1,18,60,월,-2.4,5.3,0,0
331,2019-01-14,1,19,23,월,-2.4,5.3,0,0
332,2019-01-14,1,20,3,월,-2.4,5.3,0,0
333,2019-01-14,1,21,2,월,-2.4,5.3,0,0
334,2019-01-14,1,22,3,월,-2.4,5.3,0,0
335,2019-01-14,1,23,4,월,-2.4,5.3,0,0
336,2019-01-15,1,00,1,화,-7.2,2.6,0,0
337,2019-01-15,1,01,3,화,-7.2,2.6,0,0
338,2019-01-15,1,02,5,화,-7.2,2.6,0,0
339,2019-01-15,1,03,0,화,-7.2,2.6,0,0
340,2019-01-15,1,04,9,화,-7.2,2.6,0,0
341,2019-01-15,1,05,0,화,-7.2,2.6,0,0
342,2019-01-15,1,06,0,화,-7.2,2.6,0,0
343,2019-01-15,1,07,7,화,-7.2,2.6,0,0
344,2019-01-15,1,08,1,화,-7.2,2.6,0,0
345,2019-01-15,1,09,1,화,-7.2,2.6,0,0
346,2019-01-15,1,10,2,화,-7.2,2.6,0,0
347,2019-01-15,1,11,6,화,-7.2,2.6,0,0
348,2019-01-15,1,12,23,화,-7.2,2.6,0,0
349,2019-01-15,1,13,3,화,-7.2,2.6,0,0
350,2019-01-15,1,14,1,화,-7.2,2.6,0,0
351,2019-01-15,1,15,4,화,-7.2,2.6,0,0
352,2019-01-15,1,16,7,화,-7.2,2.6,0,0
353,2019-01-15,1,17,22,화,-7.2,2.6,0,0
354,2019-01-15,1,18,6,화,-7.2,2.6,0,0
355,2019-01-15,1,19,0,화,-7.2,2.6,0,0
356,2019-01-15,1,20,12,화,-7.2,2.6,0,0
357,2019-01-15,1,21,4,화,-7.2,2.6,0,0
358,2019-01-15,1,22,8,화,-7.2,2.6,0,0
359,2019-01-15,1,23,10,화,-7.2,2.6,0,0
360,2019-01-16,1,00,17,수,-10.1,-1.1,0,0
361,2019-01-16,1,01,15,수,-10.1,-1.1,0,0
362,2019-01-16,1,02,1,수,-10.1,-1.1,0,0
363,2019-01-16,1,03,6,수,-10.1,-1.1,0,0
364,2019-01-16,1,04,4,수,-10.1,-1.1,0,0
365,2019-01-16,1,05,3,수,-10.1,-1.1,0,0
366,2019-01-16,1,06,0,수,-10.1,-1.1,0,0
367,2019-01-16,1,07,1,수,-10.1,-1.1,0,0
368,2019-01-16,1,08,0,수,-10.1,-1.1,0,0
369,2019-01-16,1,09,12,수,-10.1,-1.1,0,0
370,2019-01-16,1,10,2,수,-10.1,-1.1,0,0
371,2019-01-16,1,11,3,수,-10.1,-1.1,0,0
372,2019-01-16,1,12,0,수,-10.1,-1.1,0,0
373,2019-01-16,1,13,1,수,-10.1,-1.1,0,0
374,2019-01-16,1,14,13,수,-10.1,-1.1,0,0
375,2019-01-16,1,15,9,수,-10.1,-1.1,0,0
376,2019-01-16,1,16,5,수,-10.1,-1.1,0,0
377,2019-01-16,1,17,5,수,-10.1,-1.1,0,0
378,2019-01-16,1,18,22,수,-10.1,-1.1,0,0
379,2019-01-16,1,19,19,수,-10.1,-1.1,0,0
380,2019-01-16,1,20,1,수,-10.1,-1.1,0,0
381,2019-01-16,1,21,4,수,-10.1,-1.1,0,0
382,2019-01-16,1,22,16,수,-10.1,-1.1,0,0
383,2019-01-16,1,23,2,수,-10.1,-1.1,0,0
384,2019-01-17,1,00,0,목,-3.2,4.0,0,0
385,2019-01-17,1,01,1,목,-3.2,4.0,0,0
386,2019-01-17,1,02,7,목,-3.2,4.0,0,0
387,2019-01-17,1,03,1,목,-3.2,4.0,0,0
388,2019-01-17,1,04,10,목,-3.2,4.0,0,0
389,2019-01-17,1,05,0,목,-3.2,4.0,0,0
390,2019-01-17,1,06,7,목,-3.2,4.0,0,0
391,2019-01-17,1,07,1,목,-3.2,4.0,0,0
392,2019-01-17,1,08,4,목,-3.2,4.0,0,0
393,2019-01-17,1,09,16,목,-3.2,4.0,0,0
394,2019-01-17,1,10,0,목,-3.2,4.0,0,0
395,2019-01-17,1,11,20,목,-3.2,4.0,0,0
396,2019-01-17,1,12,0,목,-3.2,4.0,0,0
397,2019-01-17,1,13,28,목,-3.2,4.0,0,0
398,2019-01-17,1,14,44,목,-3.2,4.0,0,0
399,2019-01-17,1,15,60,목,-3.2,4.0,0,0
400,2019-01-17,1,16,60,목,-3.2,4.0,0,0
401,2019-01-17,1,17,31,목,-3.2,4.0,0,0
402,2019-01-17,1,18,9,목,-3.2,4.0,0,0
403,2019-01-17,1,19,2,목,-3.2,4.0,0,0
404,2019-01-17,1,20,0,목,-3.2,4.0,0,0
405,2019-01-17,1,21,0,목,-3.2,4.0,0,0
406,2019-01-17,1,22,7,목,-3.2,4.0,0,0
407,2019-01-17,1,23,1,목,-3.2,4.0,0,0
408,2019-01-18,1,00,9,금,-4.6,6.7,0,0
409,2019-01-18,1,01,10,금,-4.6,6.7,0,0
410,2019-01-18,1,02,0,금,-4.6,6.7,0,0
411,2019-01-18,1,03,0,금,-4.6,6.7,0,0
412,2019-01-18,1,04,0,금,-4.6,6.7,0,0
413,2019-01-18,1,05,0,금,-4.6,6.7,0,0
414,2019-01-18,1,06,0,금,-4.6,6.7,0,0
415,2019-01-18,1,07,3,금,-4.6,6.7,0,0
416,2019-01-18,1,08,2,금,-4.6,6.7,0,0
417,2019-01-18,1,09,0,금,-4.6,6.7,0,0
418,2019-01-18,1,10,2,금,-4.6,6.7,0,0
419,2019-01-18,1,11,20,금,-4.6,6.7,0,0
420,2019-01-18,1,12,3,금,-4.6,6.7,0,0
421,2019-01-18,1,13,2,금,-4.6,6.7,0,0
422,2019-01-18,1,14,15,금,-4.6,6.7,0,0
423,2019-01-18,1,15,19,금,-4.6,6.7,0,0
424,2019-01-18,1,16,3,금,-4.6,6.7,0,0
425,2019-01-18,1,17,5,금,-4.6,6.7,0,0
426,2019-01-18,1,18,9,금,-4.6,6.7,0,0
427,2019-01-18,1,19,6,금,-4.6,6.7,0,0
428,2019-01-18,1,20,2,금,-4.6,6.7,0,0
429,2019-01-18,1,21,7,금,-4.6,6.7,0,0
430,2019-01-18,1,22,45,금,-4.6,6.7,0,0
431,2019-01-18,1,23,8,금,-4.6,6.7,0,0
432,2019-01-19,1,00,4,토,0.0,8.5,0,0
433,2019-01-19,1,01,3,토,0.0,8.5,0,0
434,2019-01-19,1,02,0,토,0.0,8.5,0,0
435,2019-01-19,1,03,3,토,0.0,8.5,0,0
436,2019-01-19,1,04,0,토,0.0,8.5,0,0
437,2019-01-19,1,05,0,토,0.0,8.5,0,0
438,2019-01-19,1,06,0,토,0.0,8.5,0,0
439,2019-01-19,1,07,10,토,0.0,8.5,0,0
440,2019-01-19,1,08,32,토,0.0,8.5,0,0
441,2019-01-19,1,09,7,토,0.0,8.5,0,0
442,2019-01-19,1,10,15,토,0.0,8.5,0,0
443,2019-01-19,1,11,8,토,0.0,8.5,0,0
444,2019-01-19,1,12,7,토,0.0,8.5,0,0
445,2019-01-19,1,13,1,토,0.0,8.5,0,0
446,2019-01-19,1,14,6,토,0.0,8.5,0,0
447,2019-01-19,1,15,12,토,0.0,8.5,0,0
448,2019-01-19,1,16,25,토,0.0,8.5,0,0
449,2019-01-19,1,17,18,토,0.0,8.5,0,0
450,2019-01-19,1,18,7,토,0.0,8.5,0,0
451,2019-01-19,1,19,3,토,0.0,8.5,0,0
452,2019-01-19,1,20,14,토,0.0,8.5,0,0
453,2019-01-19,1,21,17,토,0.0,8.5,0,0
454,2019-01-19,1,22,1,토,0.0,8.5,0,0
455,2019-01-19,1,23,3,토,0.0,8.5,0,0
456,2019-01-20,1,00,0,일,-5.5,4.0,0,0
457,2019-01-20,1,01,0,일,-5.5,4.0,0,0
458,2019-01-20,1,02,1,일,-5.5,4.0,0,0
459,2019-01-20,1,03,0,일,-5.5,4.0,0,0
460,2019-01-20,1,04,15,일,-5.5,4.0,0,0
461,2019-01-20,1,05,3,일,-5.5,4.0,0,0
462,2019-01-20,1,06,1,일,-5.5,4.0,0,0
