,date,month,hour,상품군,상품명,판매단가,노출시간,판매개수,취급액,시청률,weekday,PM,state,rate_count
60,2019-01-03,1.0,1,속옷,푸마 웜셀 기모 치마레깅스 3종,59000,57.1,940.0,55443000.0,0.004,목,38.8,보통,1
61,2019-01-03,1.0,6,잡화,에펨 남성 미들퍼부츠,49800,60.0,255.0,12681000.0,0.024,목,38.8,보통,3
62,2019-01-03,1.0,6,잡화,에펨 여성 미들퍼부츠,39800,60.0,430.0,17104000.0,0.024,목,38.8,보통,3
63,2019-01-03,1.0,7,농수축,천연담아 명품다시팩 100포,39900,60.0,2071.0,82616000.0,0.052000000000000005,목,38.8,보통,9
64,2019-01-03,1.0,8,이미용,엘렌실라 달팽이크림(콜라겐5+팩트3),79000,60.0,971.0,76661000.0,0.023,목,38.8,보통,7
65,2019-01-03,1.0,9,잡화,로베르타 디 까메리노 노벨라백 2종,39000,60.0,1879.0,73259000.0,0.012,목,38.8,보통,8
66,2019-01-03,1.0,10,속옷,오모떼 360도 텐션업 레이스 패키지 시즌4,109000,60.0,945.0,102903000.0,0.026000000000000002,목,38.8,보통,7
67,2019-01-03,1.0,11,의류,보코 리버시블 무스탕,79000,60.0,1074.0,84789000.0,0.038,목,38.8,보통,23
68,2019-01-03,1.0,12,건강기능,(직매입) 종근당건강 아이클리어 루테인,69000,60.0,1284.0,88529000.0,0.015,목,38.8,보통,1
69,2019-01-03,1.0,13,이미용,비버리힐스폴로클럽 남성기초세트(2018FW골드),39800,60.0,2933.0,116724000.0,0.006999999999999999,목,38.8,보통,2
70,2019-01-03,1.0,14,주방,한일 대용량 스텐 분쇄믹서기,109800,60.0,1093.0,119902000.0,0.039,목,38.8,보통,11
71,2019-01-03,1.0,15,주방,(도냄)무이자 쿠쿠전기밥솥 10인용,218000,60.0,282.0,61373000.0,0.0,목,38.8,보통,0
72,2019-01-03,1.0,15,주방,(도냄)무이자 쿠쿠전기밥솥 6인용,208000,60.0,65.0,13447000.0,0.0,목,38.8,보통,0
73,2019-01-03,1.0,15,주방,(도냄)일시불  쿠쿠전기밥솥 6인용,198000,60.0,72.0,14227000.0,0.0,목,38.8,보통,0
74,2019-01-03,1.0,15,주방,(도냄)일시불 쿠쿠전기밥솥 10인용,208000,60.0,285.0,59276000.0,0.0,목,38.8,보통,0
75,2019-01-03,1.0,16,농수축,청정수산 완도활전복 35미,59900,60.0,2241.0,134221000.0,0.055999999999999994,목,38.8,보통,10
76,2019-01-03,1.0,17,농수축,뽕셰프 이봉원 특갈비탕 12팩,60900,60.0,1259.0,76649000.0,0.032,목,38.8,보통,7
77,2019-01-03,1.0,18,농수축,영산포숙성 홍어8팩+무침3통,40900,60.0,3641.0,148904000.0,0.042,목,38.8,보통,4
78,2019-01-03,1.0,19,속옷,푸마 INNO 심리스 드로즈 (6차),89000,60.0,803.0,71433000.0,0.034,목,38.8,보통,2
79,2019-01-03,1.0,19,속옷,푸마 INNO 심리스 롱드로즈 (1차),89000,60.0,157.0,13897000.0,0.034,목,38.8,보통,2
80,2019-01-03,1.0,19,속옷,푸마 NEW 트렁크 패키지,89000,60.0,114.0,10129000.0,0.034,목,38.8,보통,2
81,2019-01-03,1.0,20,생활용품,노비타 스마트 비데,189000,60.0,1231.0,232596000.0,0.022000000000000002,목,38.8,보통,5
82,2019-01-03,1.0,21,가전,무이자 LG 울트라HD TV 55UK6800HNC,1440000,60.0,22.0,31423000.0,0.008,목,38.8,보통,1
83,2019-01-03,1.0,21,가전,무이자 LG 울트라HD TV 65UK6800HNC,2130000,60.0,22.0,46380000.0,0.008,목,38.8,보통,1
84,2019-01-03,1.0,21,가전,무이자 LG 울트라HD TV 70UK7400KNA,2990000,60.0,3.0,7299000.0,0.008,목,38.8,보통,1
85,2019-01-03,1.0,21,가전,일시불 LG 울트라HD TV 55UK6800HNC,1300000,60.0,20.0,25217000.0,0.008,목,38.8,보통,1
86,2019-01-03,1.0,21,가전,일시불 LG 울트라HD TV 65UK6800HNC,1900000,60.0,25.0,45919000.0,0.008,목,38.8,보통,1
87,2019-01-03,1.0,21,가전,일시불 LG 울트라HD TV 70UK7400KNA,2700000,60.0,8.0,19738000.0,0.008,목,38.8,보통,1
88,2019-01-03,1.0,22,속옷,로베르타 디 까메리노 올레이스 지퍼브라팬티,89900,60.0,971.0,87262000.0,0.027000000000000003,목,38.8,보통,5
89,2019-01-03,1.0,23,의류,그렉노먼 남성 캐시터치 터틀넥 4종,69900,60.0,569.0,39733000.0,0.073,목,38.8,보통,6
90,2019-01-03,1.0,23,의류,그렉노먼 여성 캐시터치 터틀넥 4종,69900,60.0,572.0,39929000.0,0.073,목,38.8,보통,6
91,2019-01-04,1.0,0,의류,마리노블 밍크 롱코트,499000,60.0,115.0,57383000.0,0.0,금,59.44,보통,0
92,2019-01-04,1.0,1,생활용품,벨라홈 논슬립 옷걸이 세트,29800,57.1,1641.0,48878000.0,0.047,금,59.44,보통,16
93,2019-01-04,1.0,6,건강기능,제주농장 유기 양배추진액 120포,74900,60.0,951.0,71174000.0,0.004,금,59.44,보통,1
94,2019-01-04,1.0,7,생활용품,코이모 리빙박스 8종,49800,40.0,1357.0,67545000.0,0.0,금,59.44,보통,0
95,2019-01-04,1.0,7,생활용품,코이모 리빙박스 8종,49800,20.0,205.0,10166000.0,0.0,금,59.44,보통,0
96,2019-01-04,1.0,8,속옷,로베르타 디 까메리노 360커브드 지퍼 쉐이핑 란쥬,89900,60.0,699.0,62837000.0,0.059000000000000004,금,59.44,보통,6
97,2019-01-04,1.0,9,주방,무이자 린나이 간편쿡 자동불꽃조절 가스레인지 2구,218000,60.0,69.0,14922000.0,0.044000000000000004,금,59.44,보통,10
98,2019-01-04,1.0,9,주방,무이자 린나이 간편쿡 자동불꽃조절 가스레인지 3구,238000,60.0,182.0,43257000.0,0.044000000000000004,금,59.44,보통,10
99,2019-01-04,1.0,9,주방,일시불 린나이 간편쿡 자동불꽃조절 가스레인지 2구,208000,60.0,27.0,5534000.0,0.044000000000000004,금,59.44,보통,10
100,2019-01-04,1.0,9,주방,일시불 린나이 간편쿡 자동불꽃조절 가스레인지 3구,228000,60.0,121.0,27402000.0,0.044000000000000004,금,59.44,보통,10
101,2019-01-04,1.0,10,주방,(도냄)무이자 쿠쿠전기밥솥 10인용,218000,60.0,271.0,59016000.0,0.011000000000000001,금,59.44,보통,1
102,2019-01-04,1.0,10,주방,(도냄)무이자 쿠쿠전기밥솥 6인용,208000,60.0,54.0,11186000.0,0.011000000000000001,금,59.44,보통,1
103,2019-01-04,1.0,10,주방,(도냄)일시불  쿠쿠전기밥솥 6인용,198000,60.0,76.0,14937000.0,0.011000000000000001,금,59.44,보통,1
104,2019-01-04,1.0,10,주방,(도냄)일시불 쿠쿠전기밥솥 10인용,208000,60.0,239.0,49659000.0,0.011000000000000001,금,59.44,보통,1
105,2019-01-04,1.0,11,속옷,오모떼 360도 텐션업 레이스 패키지 시즌4,109000,60.0,780.0,85009000.0,0.035,금,59.44,보통,11
106,2019-01-04,1.0,12,농수축,안동간고등어 20팩,30900,60.0,4062.0,125512000.0,0.033,금,59.44,보통,27
107,2019-01-04,1.0,13,주방,한일 대용량 스텐 분쇄믹서기,109800,60.0,840.0,92222000.0,0.059000000000000004,금,59.44,보통,7
108,2019-01-04,1.0,14,속옷,오모떼 레이스 파운데이션 브라,59000,60.0,1480.0,87263000.0,0.021,금,59.44,보통,3
109,2019-01-04,1.0,15,농수축,소들녘 소 갈비탕,50900,60.0,2415.0,122899000.0,0.036000000000000004,금,59.44,보통,19
110,2019-01-04,1.0,16,농수축,하늘내린 용대리황태10미,32900,60.0,3508.0,115409000.0,0.015,금,59.44,보통,15
111,2019-01-04,1.0,17,주방,키친플라워 대용량 디지털 에어프라이어 5L,89800,60.0,1237.0,111035000.0,0.018000000000000002,금,59.44,보통,12
112,2019-01-04,1.0,18,농수축,피시원 국내산 손질 대구 8팩 * 매운탕 양념 8팩,59900,60.0,2354.0,140992000.0,0.011000000000000001,금,59.44,보통,3
113,2019-01-04,1.0,19,가전,무이자 LG 통돌이 세탁기,489000,60.0,169.0,82568000.0,0.01,금,59.44,보통,1
114,2019-01-04,1.0,19,가전,일시불 LG 통돌이 세탁기,439000,60.0,198.0,86664000.0,0.01,금,59.44,보통,1
115,2019-01-04,1.0,20,이미용,비버리힐스폴로클럽 남성기초세트(2018FW골드),39800,60.0,4056.0,161417000.0,0.0,금,59.44,보통,0
116,2019-01-04,1.0,21,속옷,크로커다일 풀커버 레이스 브라팬티 4세트,79900,60.0,1410.0,112617000.0,0.054000000000000006,금,59.44,보통,11
117,2019-01-04,1.0,22,의류,그렉노먼 남성 캐시터치 터틀넥 4종,69900,60.0,800.0,55851000.0,0.055,금,59.44,보통,21
118,2019-01-04,1.0,22,의류,그렉노먼 여성 캐시터치 터틀넥 4종,69900,60.0,663.0,46295000.0,0.055,금,59.44,보통,21
119,2019-01-04,1.0,23,의류,헤스티지 엘레나 라쿤양가죽 콤비 롱코트,299000,60.0,267.0,79745000.0,0.035,금,59.44,보통,3
120,2019-01-05,1.0,0,이미용,스포메틱스 리얼핏 모이스춰라이징 코코넛크림,49900,60.0,1172.0,58478000.0,0.037000000000000005,토,65.72,보통,7
121,2019-01-05,1.0,1,잡화,무이자[가이거] 제니스시계 주얼리세트,139000,57.1,223.0,30913000.0,0.042,토,65.72,보통,12
122,2019-01-05,1.0,1,잡화,일시불[가이거] 제니스시계 주얼리세트,129000,57.1,511.0,65816000.0,0.042,토,65.72,보통,12
123,2019-01-05,1.0,6,이미용,스칼프솔루션 트리트먼트 패키지,50900,60.0,690.0,35108000.0,0.026000000000000002,토,65.72,보통,1
124,2019-01-05,1.0,7,의류,아문센 남성 윈터 하드쉘 세트,79000,60.0,383.0,30218000.0,0.023,토,65.72,보통,3
125,2019-01-05,1.0,7,의류,아문센 여성 윈터 하드쉘 세트,79000,60.0,244.0,19209000.0,0.023,토,65.72,보통,3
126,2019-01-05,1.0,8,의류,마담팰리스 웜기모 롱베스트 3종세트,39900,60.0,2966.0,118333000.0,0.028999999999999998,토,65.72,보통,9
127,2019-01-05,1.0,9,속옷,오모떼 프런트후크 데오브라 시즌2,59000,60.0,2233.0,131746000.0,0.022000000000000002,토,65.72,보통,7
128,2019-01-05,1.0,10,의류,보코 리버시블 무스탕,79000,60.0,1032.0,81471000.0,0.035,토,65.72,보통,60
129,2019-01-05,1.0,11,의류,CERINI by PAT 남성 소프트 기모 릴렉스팬츠,59900,60.0,2568.0,153801000.0,0.0,토,65.72,보통,0
130,2019-01-05,1.0,12,주방,키친플라워 대용량 디지털 에어프라이어 5L,89800,60.0,1728.0,155117000.0,0.006,토,65.72,보통,7
131,2019-01-05,1.0,13,주방,에코라믹 통주물 스톤 냄비세트,60900,60.0,2850.0,173551000.0,0.012,토,65.72,보통,4
132,2019-01-05,1.0,14,가전,무이자 LG 통돌이 세탁기,489000,60.0,157.0,76541000.0,0.013000000000000001,토,65.72,보통,2
133,2019-01-05,1.0,14,가전,일시불 LG 통돌이 세탁기,439000,60.0,156.0,68255000.0,0.013000000000000001,토,65.72,보통,2
134,2019-01-05,1.0,15,속옷,오모떼 360도 텐션업 레이스 패키지 시즌4,109000,60.0,864.0,94162000.0,0.040999999999999995,토,65.72,보통,3
135,2019-01-05,1.0,16,농수축,멋진밥상 흥양농협 햅쌀 20kg,61000,60.0,2933.0,178901000.0,0.022000000000000002,토,65.72,보통,2
136,2019-01-05,1.0,17,농수축,우리바다 손질왕꼬막 24팩,39900,60.0,5861.0,233851000.0,0.025,토,65.72,보통,6
137,2019-01-05,1.0,18,농수축,바다먹자 국내산 손질꽃게 7팩,59900,40.0,1286.0,76992000.0,0.043,토,65.72,보통,4
138,2019-01-05,1.0,19,주방,무이자 쿠첸 풀스텐 압력밥솥 10인용(A1),168000,60.0,290.0,48644000.0,0.026000000000000002,토,65.72,보통,6
139,2019-01-05,1.0,19,주방,무이자 쿠첸 풀스텐 압력밥솥 6인용(A1),158000,60.0,85.0,13426000.0,0.026000000000000002,토,65.72,보통,6
140,2019-01-05,1.0,19,주방,일시불 쿠첸 풀스텐 압력밥솥 10인용 (A1),158000,60.0,556.0,87694000.0,0.026000000000000002,토,65.72,보통,6
141,2019-01-05,1.0,19,주방,일시불 쿠첸 풀스텐 압력밥솥 6인용(A1),148000,60.0,213.0,31393000.0,0.026000000000000002,토,65.72,보통,6
142,2019-01-05,1.0,20,속옷,푸마 INNO 심리스 드로즈 (6차),89000,60.0,797.0,70892000.0,0.0,토,65.72,보통,0
143,2019-01-05,1.0,20,속옷,푸마 INNO 심리스 롱드로즈 (1차),89000,60.0,135.0,11951000.0,0.0,토,65.72,보통,0
144,2019-01-05,1.0,20,속옷,푸마 NEW 트렁크 패키지,89000,60.0,81.0,7168000.0,0.0,토,65.72,보통,0
145,2019-01-05,1.0,21,가전,무이자 LG 울트라HD TV 55UK6800HNC,1440000,60.0,25.0,34888000.0,0.0,토,65.72,보통,0
146,2019-01-05,1.0,21,가전,무이자 LG 울트라HD TV 65UK6800HNC,2130000,60.0,42.0,87642000.0,0.0,토,65.72,보통,0
147,2019-01-05,1.0,21,가전,무이자 LG 울트라HD TV 70UK7400KNA,2990000,60.0,8.0,21822000.0,0.0,토,65.72,보통,0
148,2019-01-05,1.0,21,가전,일시불 LG 울트라HD TV 55UK6800HNC,1300000,60.0,22.0,28295000.0,0.0,토,65.72,보통,0
149,2019-01-05,1.0,21,가전,일시불 LG 울트라HD TV 65UK6800HNC,1900000,60.0,42.0,78042000.0,0.0,토,65.72,보통,0
150,2019-01-05,1.0,21,가전,일시불 LG 울트라HD TV 70UK7400KNA,2700000,60.0,8.0,19689000.0,0.0,토,65.72,보통,0
151,2019-01-05,1.0,22,속옷,푸마 에어핏 서포트 브라세트 15종+4종,119000,60.0,1438.0,171008000.0,0.0,토,65.72,보통,0
152,2019-01-05,1.0,23,의류,K-SWISS 남성기모티셔츠 5종,69000,60.0,1017.0,70159000.0,0.07,토,65.72,보통,2
153,2019-01-05,1.0,23,의류,K-SWISS 여성기모티셔츠 5종,69000,60.0,337.0,23214000.0,0.07,토,65.72,보통,2
154,2019-01-06,1.0,0,이미용,비버리힐스폴로클럽 남성기초세트(2018FW골드),39800,60.0,3335.0,132733000.0,0.042,일,51.08,보통,6
155,2019-01-06,1.0,1,농수축,(a4)팽현숙의 순대 곱창 전골&볶음,43900,57.1,1264.0,55476000.0,0.0,일,51.08,보통,0
156,2019-01-06,1.0,6,건강기능,종근당건강 전립쎈 프라임,89000,60.0,492.0,43768000.0,0.005,일,51.08,보통,9
157,2019-01-06,1.0,7,이미용,마리끌레르 파리컬렉션 리얼 하이드로 립스틱(리뉴얼),39900,60.0,1731.0,69034000.0,0.025,일,51.08,보통,21
158,2019-01-06,1.0,8,속옷,로베르타 디 까메리노 올레이스 지퍼브라팬티,89900,60.0,1431.0,128563000.0,0.037000000000000005,일,51.08,보통,2
159,2019-01-06,1.0,9,의류,보코 리버시블 무스탕,79000,60.0,926.0,73127000.0,0.028999999999999998,일,51.08,보통,5
160,2019-01-06,1.0,10,속옷,오모떼 레이스 파운데이션 브라,59000,60.0,1823.0,107504000.0,0.023,일,51.08,보통,5
161,2019-01-06,1.0,11,의류,헤스티지 엘레나 라쿤양가죽 콤비 롱코트,299000,60.0,378.0,112751000.0,0.051,일,51.08,보통,22
162,2019-01-06,1.0,12,주방,무이자 쿠첸 풀스텐 압력밥솥 10인용(A1),168000,60.0,212.0,35515000.0,0.051,일,51.08,보통,7
163,2019-01-06,1.0,12,주방,무이자 쿠첸 풀스텐 압력밥솥 6인용(A1),158000,60.0,89.0,14060000.0,0.051,일,51.08,보통,7
164,2019-01-06,1.0,12,주방,일시불 쿠첸 풀스텐 압력밥솥 10인용 (A1),158000,60.0,493.0,77749000.0,0.051,일,51.08,보통,7
165,2019-01-06,1.0,12,주방,일시불 쿠첸 풀스텐 압력밥솥 6인용(A1),148000,60.0,201.0,29667000.0,0.051,일,51.08,보통,7
166,2019-01-06,1.0,13,의류,아리스토우 남성기모티셔츠5종,39900,60.0,3195.0,127460000.0,0.023,일,51.08,보통,13
167,2019-01-06,1.0,14,이미용,비버리힐스폴로클럽 남성기초세트(2018FW골드),39800,60.0,4128.0,164256000.0,0.037000000000000005,일,51.08,보통,13
168,2019-01-06,1.0,15,속옷,오모떼 프런트후크 데오브라 시즌2,59000,60.0,2373.0,140001000.0,0.038,일,51.08,보통,53
169,2019-01-06,1.0,16,농수축,소들녘 소 갈비탕,50900,60.0,3738.0,190234000.0,0.034,일,51.08,보통,30
170,2019-01-06,1.0,17,농수축,국내산 손질갑오징어 8팩,49900,60.0,4549.0,226973000.0,0.018000000000000002,일,51.08,보통,9
171,2019-01-06,1.0,18,속옷,푸마 INNO 심리스 드로즈 (6차),89000,60.0,951.0,84623000.0,0.011000000000000001,일,51.08,보통,1
172,2019-01-06,1.0,18,속옷,푸마 INNO 심리스 롱드로즈 (1차),89000,60.0,163.0,14507000.0,0.011000000000000001,일,51.08,보통,1
173,2019-01-06,1.0,18,속옷,푸마 NEW 트렁크 패키지,89000,60.0,115.0,10160000.0,0.011000000000000001,일,51.08,보통,1
174,2019-01-06,1.0,19,생활용품,노비타 스마트 비데,189000,60.0,1056.0,199477000.0,0.019,일,51.08,보통,3
175,2019-01-06,1.0,20,주방,(도냄)무이자 쿠쿠전기밥솥 10인용,218000,60.0,364.0,79173000.0,0.052000000000000005,일,51.08,보통,16
176,2019-01-06,1.0,20,주방,(도냄)무이자 쿠쿠전기밥솥 6인용,208000,60.0,79.0,16410000.0,0.052000000000000005,일,51.08,보통,16
177,2019-01-06,1.0,20,주방,(도냄)일시불  쿠쿠전기밥솥 6인용,198000,60.0,72.0,14227000.0,0.052000000000000005,일,51.08,보통,16
178,2019-01-06,1.0,20,주방,(도냄)일시불 쿠쿠전기밥솥 10인용,208000,60.0,289.0,60014000.0,0.052000000000000005,일,51.08,보통,16
179,2019-01-06,1.0,21,가전,무이자 LG 통돌이 세탁기,489000,60.0,137.0,66822000.0,0.028999999999999998,일,51.08,보통,1
180,2019-01-06,1.0,21,가전,일시불 LG 통돌이 세탁기,439000,60.0,208.0,90913000.0,0.028999999999999998,일,51.08,보통,1
181,2019-01-06,1.0,22,속옷,크로커다일 풀커버 레이스 브라팬티 4세트,79900,60.0,1014.0,80990000.0,0.017,일,51.08,보통,3
182,2019-01-06,1.0,23,의류,마리노블 밍크 롱코트,499000,60.0,260.0,129417000.0,0.081,일,51.08,보통,3
