,방송일시,hour,ampm,마더코드,상품코드,상품명,상품군,판매단가,노출시간,취급액,판매개수
28,2019-01-02,17,PM,100801,202365,바다먹자 국내산 손질꽃게 7팩,농수축,59900,60.0,130196000.0,2174.0
29,2019-01-02,6,AM,100229,200800,벨라홈 논슬립 옷걸이 세트,생활용품,29800,60.0,35241000.0,1183.0
30,2019-01-02,18,PM,100231,200819,키친플라워 대용량 디지털 에어프라이어 5L,주방,89800,60.0,101053000.0,1126.0
31,2019-01-02,7,AM,100315,201002,(직매입) 종근당건강 아이클리어 루테인,건강기능,69000,60.0,70951000.0,1029.0
32,2019-01-02,19,PM,100491,201483,피시원 국내산 손질 대구 8팩 * 매운탕 양념 8팩,농수축,59900,60.0,128485000.0,2145.0
33,2019-01-02,8,AM,100305,200974,오모떼 레이스 파운데이션 브라,속옷,59000,60.0,67533000.0,1145.0
34,2019-01-02,20,PM,100610,201862,푸마 INNO 심리스 롱드로즈 7종,속옷,89000,60.0,6026000.0,68.0
35,2019-01-02,20,PM,100610,201880,푸마 드라이셀라인 뉴 런닝 9종,속옷,89000,60.0,9321000.0,105.0
36,2019-01-02,20,PM,100610,201901,푸마 코튼 라이크라 드로즈 12종,속옷,89000,60.0,112405000.0,1263.0
37,2019-01-02,9,AM,100454,201409,NNF 쿠션퍼자켓+베스트,의류,39900,60.0,74098000.0,1858.0
38,2019-01-02,21,PM,100155,200487,무이자 LG전자 매직스페이스 냉장고,가전,1549000,60.0,47841000.0,31.0
39,2019-01-02,21,PM,100155,200554,일시불 LG전자 매직스페이스 냉장고,가전,1409000,60.0,61526000.0,44.0
40,2019-01-02,10,AM,100448,202093,무이자 쿠첸 풀스텐 압력밥솥 10인용(A1),주방,168000,60.0,40950000.0,244.0
41,2019-01-02,10,AM,100448,202095,무이자 쿠첸 풀스텐 압력밥솥 6인용(A1),주방,158000,60.0,10137000.0,65.0
42,2019-01-02,10,AM,100448,202098,일시불 쿠첸 풀스텐 압력밥솥 10인용 (A1),주방,158000,60.0,78940000.0,500.0
43,2019-01-02,10,AM,100448,202100,일시불 쿠첸 풀스텐 압력밥솥 6인용(A1),주방,148000,60.0,24550000.0,166.0
44,2019-01-02,22,PM,100148,200432,무이자 LG 울트라HD TV 55UK6800HNC,가전,1440000,60.0,10524000.0,8.0
45,2019-01-02,22,PM,100148,200441,무이자 LG 울트라HD TV 65UK6800HNC,가전,2130000,60.0,30986000.0,15.0
46,2019-01-02,22,PM,100148,200451,무이자 LG 울트라HD TV 70UK7400KNA,가전,2990000,60.0,14523000.0,5.0
47,2019-01-02,22,PM,100148,200499,일시불 LG 울트라HD TV 55UK6800HNC,가전,1300000,60.0,12659000.0,10.0
48,2019-01-02,22,PM,100148,200508,일시불 LG 울트라HD TV 65UK6800HNC,가전,1900000,60.0,82649000.0,44.0
49,2019-01-02,22,PM,100148,200518,일시불 LG 울트라HD TV 70UK7400KNA,가전,2700000,60.0,0.0,0.0
50,2019-01-02,11,AM,100271,200896,헤스티지 엘레나 라쿤양가죽 콤비 롱코트,의류,299000,60.0,96155000.0,322.0
51,2019-01-02,23,PM,100664,202004,크로커다일 풀커버 레이스 브라팬티 4세트,속옷,79900,60.0,106570000.0,1334.0
52,2019-01-02,0,AM,100377,201225,그렉노먼 남성 캐시터치 터틀넥 4종,의류,69900,60.0,34528000.0,494.0
53,2019-01-02,0,AM,100377,201231,그렉노먼 여성 캐시터치 터틀넥 4종,의류,69900,60.0,25577000.0,366.0
54,2019-01-02,12,PM,100765,202229,무이자 린나이 간편쿡 자동불꽃조절 가스레인지 2구,주방,218000,60.0,18480000.0,85.0
55,2019-01-02,12,PM,100765,202230,무이자 린나이 간편쿡 자동불꽃조절 가스레인지 3구,주방,238000,60.0,53370000.0,225.0
56,2019-01-02,12,PM,100765,202237,일시불 린나이 간편쿡 자동불꽃조절 가스레인지 2구,주방,208000,60.0,11583000.0,56.0
57,2019-01-02,12,PM,100765,202238,일시불 린나이 간편쿡 자동불꽃조절 가스레인지 3구,주방,228000,60.0,41430000.0,182.0
58,2019-01-03,1,AM,100613,201894,푸마 웜셀 기모 치마레깅스 3종,속옷,59000,57.1,55443000.0,940.0
59,2019-01-03,13,PM,100074,200197,비버리힐스폴로클럽 남성기초세트(2018FW골드),이미용,39800,60.0,116724000.0,2933.0
60,2019-01-03,14,PM,100255,200868,한일 대용량 스텐 분쇄믹서기,주방,109800,60.0,119902000.0,1093.0
61,2019-01-03,15,PM,100837,202455,(도냄)무이자 쿠쿠전기밥솥 10인용,주방,218000,60.0,61373000.0,282.0
62,2019-01-03,15,PM,100837,202456,(도냄)무이자 쿠쿠전기밥솥 6인용,주방,208000,60.0,13447000.0,65.0
63,2019-01-03,15,PM,100837,202457,(도냄)일시불  쿠쿠전기밥솥 6인용,주방,198000,60.0,14227000.0,72.0
64,2019-01-03,15,PM,100837,202458,(도냄)일시불 쿠쿠전기밥솥 10인용,주방,208000,60.0,59276000.0,285.0
65,2019-01-03,16,PM,100832,202444,청정수산 완도활전복 35미,농수축,59900,60.0,134221000.0,2241.0
66,2019-01-03,17,PM,100496,201497,뽕셰프 이봉원 특갈비탕 12팩,농수축,60900,60.0,76649000.0,1259.0
67,2019-01-03,6,AM,100781,202285,에펨 남성 미들퍼부츠,잡화,49800,60.0,12681000.0,255.0
68,2019-01-03,6,AM,100781,202292,에펨 여성 미들퍼부츠,잡화,39800,60.0,17104000.0,430.0
69,2019-01-03,18,PM,100702,202074,영산포숙성 홍어8팩+무침3통,농수축,40900,60.0,148904000.0,3641.0
70,2019-01-03,7,AM,100582,201788,천연담아 명품다시팩 100포,농수축,39900,60.0,82616000.0,2071.0
71,2019-01-03,19,PM,100610,201860,푸마 INNO 심리스 드로즈 (6차),속옷,89000,60.0,71433000.0,803.0
72,2019-01-03,19,PM,100610,201861,푸마 INNO 심리스 롱드로즈 (1차),속옷,89000,60.0,13897000.0,157.0
73,2019-01-03,19,PM,100610,201865,푸마 NEW 트렁크 패키지,속옷,89000,60.0,10129000.0,114.0
74,2019-01-03,8,AM,100774,202261,엘렌실라 달팽이크림(콜라겐5+팩트3),이미용,79000,60.0,76661000.0,971.0
75,2019-01-03,20,PM,100501,201514,노비타 스마트 비데,생활용품,189000,60.0,232596000.0,1231.0
76,2019-01-03,9,AM,100600,201840,로베르타 디 까메리노 노벨라백 2종,잡화,39000,60.0,73259000.0,1879.0
77,2019-01-03,21,PM,100148,200432,무이자 LG 울트라HD TV 55UK6800HNC,가전,1440000,60.0,31423000.0,22.0
78,2019-01-03,21,PM,100148,200441,무이자 LG 울트라HD TV 65UK6800HNC,가전,2130000,60.0,46380000.0,22.0
79,2019-01-03,21,PM,100148,200451,무이자 LG 울트라HD TV 70UK7400KNA,가전,2990000,60.0,7299000.0,3.0
80,2019-01-03,21,PM,100148,200499,일시불 LG 울트라HD TV 55UK6800HNC,가전,1300000,60.0,25217000.0,20.0
81,2019-01-03,21,PM,100148,200508,일시불 LG 울트라HD TV 65UK6800HNC,가전,1900000,60.0,45919000.0,25.0
82,2019-01-03,21,PM,100148,200518,일시불 LG 울트라HD TV 70UK7400KNA,가전,2700000,60.0,19738000.0,8.0
83,2019-01-03,10,AM,100305,200970,오모떼 360도 텐션업 레이스 패키지 시즌4,속옷,109000,60.0,102903000.0,945.0
84,2019-01-03,22,PM,100718,202108,로베르타 디 까메리노 올레이스 지퍼브라팬티,속옷,89900,60.0,87262000.0,971.0
85,2019-01-03,11,AM,100816,202404,보코 리버시블 무스탕,의류,79000,60.0,84789000.0,1074.0
86,2019-01-03,23,PM,100377,201225,그렉노먼 남성 캐시터치 터틀넥 4종,의류,69900,60.0,39733000.0,569.0
87,2019-01-03,23,PM,100377,201231,그렉노먼 여성 캐시터치 터틀넥 4종,의류,69900,60.0,39929000.0,572.0
88,2019-01-03,0,AM,100346,201072,테이트 남성 셀린니트3종,의류,39900,40.0,17810000.0,447.0
89,2019-01-03,0,AM,100346,201079,테이트 여성 셀린니트3종,의류,39900,40.0,34570000.0,867.0
90,2019-01-03,12,PM,100315,201002,(직매입) 종근당건강 아이클리어 루테인,건강기능,69000,60.0,88529000.0,1284.0
91,2019-01-04,1,AM,100229,200800,벨라홈 논슬립 옷걸이 세트,생활용품,29800,57.1,48878000.0,1641.0
92,2019-01-04,13,PM,100255,200868,한일 대용량 스텐 분쇄믹서기,주방,109800,60.0,92222000.0,840.0
93,2019-01-04,14,PM,100305,200974,오모떼 레이스 파운데이션 브라,속옷,59000,60.0,87263000.0,1480.0
94,2019-01-04,15,PM,100199,200670,소들녘 소 갈비탕,농수축,50900,60.0,122899000.0,2415.0
95,2019-01-04,16,PM,100844,202491,하늘내린 용대리황태10미,농수축,32900,60.0,115409000.0,3508.0
96,2019-01-04,17,PM,100231,200819,키친플라워 대용량 디지털 에어프라이어 5L,주방,89800,60.0,111035000.0,1237.0
97,2019-01-04,6,AM,100651,201972,제주농장 유기 양배추진액 120포,건강기능,74900,60.0,71174000.0,951.0
98,2019-01-04,18,PM,100491,201483,피시원 국내산 손질 대구 8팩 * 매운탕 양념 8팩,농수축,59900,60.0,140992000.0,2354.0
99,2019-01-04,7,AM,100226,200789,코이모 리빙박스 8종,생활용품,49800,40.0,67545000.0,1357.0
100,2019-01-04,7,AM,100226,201019,코이모 리빙박스 8종,생활용품,49800,20.0,10166000.0,205.0
101,2019-01-04,19,PM,100150,200465,무이자 LG 통돌이 세탁기,가전,489000,60.0,82568000.0,169.0
102,2019-01-04,19,PM,100150,200533,일시불 LG 통돌이 세탁기,가전,439000,60.0,86664000.0,198.0
103,2019-01-04,8,AM,100717,202101,로베르타 디 까메리노 360커브드 지퍼 쉐이핑 란쥬,속옷,89900,60.0,62837000.0,699.0
104,2019-01-04,20,PM,100074,200197,비버리힐스폴로클럽 남성기초세트(2018FW골드),이미용,39800,60.0,161417000.0,4056.0
105,2019-01-04,9,AM,100765,202229,무이자 린나이 간편쿡 자동불꽃조절 가스레인지 2구,주방,218000,60.0,14922000.0,69.0
106,2019-01-04,9,AM,100765,202230,무이자 린나이 간편쿡 자동불꽃조절 가스레인지 3구,주방,238000,60.0,43257000.0,182.0
107,2019-01-04,9,AM,100765,202237,일시불 린나이 간편쿡 자동불꽃조절 가스레인지 2구,주방,208000,60.0,5534000.0,27.0
108,2019-01-04,9,AM,100765,202238,일시불 린나이 간편쿡 자동불꽃조절 가스레인지 3구,주방,228000,60.0,27402000.0,121.0
109,2019-01-04,21,PM,100664,202004,크로커다일 풀커버 레이스 브라팬티 4세트,속옷,79900,60.0,112617000.0,1410.0
110,2019-01-04,10,AM,100837,202455,(도냄)무이자 쿠쿠전기밥솥 10인용,주방,218000,60.0,59016000.0,271.0
111,2019-01-04,10,AM,100837,202456,(도냄)무이자 쿠쿠전기밥솥 6인용,주방,208000,60.0,11186000.0,54.0
112,2019-01-04,10,AM,100837,202457,(도냄)일시불  쿠쿠전기밥솥 6인용,주방,198000,60.0,14937000.0,76.0
113,2019-01-04,10,AM,100837,202458,(도냄)일시불 쿠쿠전기밥솥 10인용,주방,208000,60.0,49659000.0,239.0
114,2019-01-04,22,PM,100377,201225,그렉노먼 남성 캐시터치 터틀넥 4종,의류,69900,60.0,55851000.0,800.0
115,2019-01-04,22,PM,100377,201231,그렉노먼 여성 캐시터치 터틀넥 4종,의류,69900,60.0,46295000.0,663.0
116,2019-01-04,11,AM,100305,200970,오모떼 360도 텐션업 레이스 패키지 시즌4,속옷,109000,60.0,85009000.0,780.0
117,2019-01-04,23,PM,100271,200896,헤스티지 엘레나 라쿤양가죽 콤비 롱코트,의류,299000,60.0,79745000.0,267.0
118,2019-01-04,0,AM,100049,202044,마리노블 밍크 롱코트,의류,499000,60.0,57383000.0,115.0
119,2019-01-04,12,PM,100253,200864,안동간고등어 20팩,농수축,30900,60.0,125512000.0,4062.0
120,2019-01-05,1,AM,100293,200949,무이자[가이거] 제니스시계 주얼리세트,잡화,139000,57.1,30913000.0,223.0
121,2019-01-05,1,AM,100293,200952,일시불[가이거] 제니스시계 주얼리세트,잡화,129000,57.1,65816000.0,511.0
122,2019-01-05,13,PM,100088,200236,에코라믹 통주물 스톤 냄비세트,주방,60900,60.0,173551000.0,2850.0
123,2019-01-05,14,PM,100150,200465,무이자 LG 통돌이 세탁기,가전,489000,60.0,76541000.0,157.0
124,2019-01-05,14,PM,100150,200533,일시불 LG 통돌이 세탁기,가전,439000,60.0,68255000.0,156.0
125,2019-01-05,15,PM,100305,200970,오모떼 360도 텐션업 레이스 패키지 시즌4,속옷,109000,60.0,94162000.0,864.0
126,2019-01-05,16,PM,100849,202512,멋진밥상 흥양농협 햅쌀 20kg,농수축,61000,60.0,178901000.0,2933.0
127,2019-01-05,17,PM,100435,201350,우리바다 손질왕꼬막 24팩,농수축,39900,60.0,233851000.0,5861.0
128,2019-01-05,6,AM,100267,200883,스칼프솔루션 트리트먼트 패키지,이미용,50900,60.0,35108000.0,690.0
129,2019-01-05,18,PM,100801,202365,바다먹자 국내산 손질꽃게 7팩,농수축,59900,40.0,76992000.0,1286.0
130,2019-01-05,7,AM,100222,200773,아문센 남성 윈터 하드쉘 세트,의류,79000,60.0,30218000.0,383.0
131,2019-01-05,7,AM,100222,200774,아문센 여성 윈터 하드쉘 세트,의류,79000,60.0,19209000.0,244.0
132,2019-01-05,19,PM,100448,202093,무이자 쿠첸 풀스텐 압력밥솥 10인용(A1),주방,168000,60.0,48644000.0,290.0
133,2019-01-05,19,PM,100448,202095,무이자 쿠첸 풀스텐 압력밥솥 6인용(A1),주방,158000,60.0,13426000.0,85.0
134,2019-01-05,19,PM,100448,202098,일시불 쿠첸 풀스텐 압력밥솥 10인용 (A1),주방,158000,60.0,87694000.0,556.0
135,2019-01-05,19,PM,100448,202100,일시불 쿠첸 풀스텐 압력밥솥 6인용(A1),주방,148000,60.0,31393000.0,213.0
136,2019-01-05,8,AM,100761,202216,마담팰리스 웜기모 롱베스트 3종세트,의류,39900,60.0,118333000.0,2966.0
137,2019-01-05,20,PM,100610,201860,푸마 INNO 심리스 드로즈 (6차),속옷,89000,60.0,70892000.0,797.0
138,2019-01-05,20,PM,100610,201861,푸마 INNO 심리스 롱드로즈 (1차),속옷,89000,60.0,11951000.0,135.0
139,2019-01-05,20,PM,100610,201865,푸마 NEW 트렁크 패키지,속옷,89000,60.0,7168000.0,81.0
140,2019-01-05,9,AM,100305,200988,오모떼 프런트후크 데오브라 시즌2,속옷,59000,60.0,131746000.0,2233.0
141,2019-01-05,21,PM,100148,200432,무이자 LG 울트라HD TV 55UK6800HNC,가전,1440000,60.0,34888000.0,25.0
142,2019-01-05,21,PM,100148,200441,무이자 LG 울트라HD TV 65UK6800HNC,가전,2130000,60.0,87642000.0,42.0
143,2019-01-05,21,PM,100148,200451,무이자 LG 울트라HD TV 70UK7400KNA,가전,2990000,60.0,21822000.0,8.0
144,2019-01-05,21,PM,100148,200499,일시불 LG 울트라HD TV 55UK6800HNC,가전,1300000,60.0,28295000.0,22.0
145,2019-01-05,21,PM,100148,200508,일시불 LG 울트라HD TV 65UK6800HNC,가전,1900000,60.0,78042000.0,42.0
146,2019-01-05,21,PM,100148,200518,일시불 LG 울트라HD TV 70UK7400KNA,가전,2700000,60.0,19689000.0,8.0
147,2019-01-05,10,AM,100816,202404,보코 리버시블 무스탕,의류,79000,60.0,81471000.0,1032.0
148,2019-01-05,22,PM,100607,201892,푸마 에어핏 서포트 브라세트 15종+4종,속옷,119000,60.0,171008000.0,1438.0
149,2019-01-05,11,AM,100808,202377,CERINI by PAT 남성 소프트 기모 릴렉스팬츠,의류,59900,60.0,153801000.0,2568.0
150,2019-01-05,23,PM,100251,200842,K-SWISS 남성기모티셔츠 5종,의류,69000,60.0,70159000.0,1017.0
151,2019-01-05,23,PM,100251,200855,K-SWISS 여성기모티셔츠 5종,의류,69000,60.0,23214000.0,337.0
152,2019-01-05,0,AM,100212,200756,스포메틱스 리얼핏 모이스춰라이징 코코넛크림,이미용,49900,60.0,58478000.0,1172.0
153,2019-01-05,12,PM,100231,200819,키친플라워 대용량 디지털 에어프라이어 5L,주방,89800,60.0,155117000.0,1728.0
154,2019-01-06,1,AM,100430,201343,(a4)팽현숙의 순대 곱창 전골&볶음,농수축,43900,57.1,55476000.0,1264.0
155,2019-01-06,13,PM,100342,201059,아리스토우 남성기모티셔츠5종,의류,39900,60.0,127460000.0,3195.0
156,2019-01-06,14,PM,100074,200197,비버리힐스폴로클럽 남성기초세트(2018FW골드),이미용,39800,60.0,164256000.0,4128.0
157,2019-01-06,15,PM,100305,200988,오모떼 프런트후크 데오브라 시즌2,속옷,59000,60.0,140001000.0,2373.0
158,2019-01-06,16,PM,100199,200670,소들녘 소 갈비탕,농수축,50900,60.0,190234000.0,3738.0
159,2019-01-06,17,PM,100322,201479,국내산 손질갑오징어 8팩,농수축,49900,60.0,226973000.0,4549.0
160,2019-01-06,6,AM,100655,201981,종근당건강 전립쎈 프라임,건강기능,89000,60.0,43768000.0,492.0
161,2019-01-06,18,PM,100610,201860,푸마 INNO 심리스 드로즈 (6차),속옷,89000,60.0,84623000.0,951.0
162,2019-01-06,18,PM,100610,201861,푸마 INNO 심리스 롱드로즈 (1차),속옷,89000,60.0,14507000.0,163.0
163,2019-01-06,18,PM,100610,201865,푸마 NEW 트렁크 패키지,속옷,89000,60.0,10160000.0,115.0
164,2019-01-06,7,AM,100266,200881,마리끌레르 파리컬렉션 리얼 하이드로 립스틱(리뉴얼),이미용,39900,60.0,69034000.0,1731.0
165,2019-01-06,19,PM,100501,201514,노비타 스마트 비데,생활용품,189000,60.0,199477000.0,1056.0
166,2019-01-06,8,AM,100718,202108,로베르타 디 까메리노 올레이스 지퍼브라팬티,속옷,89900,60.0,128563000.0,1431.0
167,2019-01-06,20,PM,100837,202455,(도냄)무이자 쿠쿠전기밥솥 10인용,주방,218000,60.0,79173000.0,364.0
168,2019-01-06,20,PM,100837,202456,(도냄)무이자 쿠쿠전기밥솥 6인용,주방,208000,60.0,16410000.0,79.0
169,2019-01-06,20,PM,100837,202457,(도냄)일시불  쿠쿠전기밥솥 6인용,주방,198000,60.0,14227000.0,72.0
170,2019-01-06,20,PM,100837,202458,(도냄)일시불 쿠쿠전기밥솥 10인용,주방,208000,60.0,60014000.0,289.0
171,2019-01-06,9,AM,100816,202404,보코 리버시블 무스탕,의류,79000,60.0,73127000.0,926.0
172,2019-01-06,21,PM,100150,200465,무이자 LG 통돌이 세탁기,가전,489000,60.0,66822000.0,137.0
173,2019-01-06,21,PM,100150,200533,일시불 LG 통돌이 세탁기,가전,439000,60.0,90913000.0,208.0
174,2019-01-06,10,AM,100305,200974,오모떼 레이스 파운데이션 브라,속옷,59000,60.0,107504000.0,1823.0
175,2019-01-06,22,PM,100664,202004,크로커다일 풀커버 레이스 브라팬티 4세트,속옷,79900,60.0,80990000.0,1014.0
176,2019-01-06,11,AM,100271,200896,헤스티지 엘레나 라쿤양가죽 콤비 롱코트,의류,299000,60.0,112751000.0,378.0
177,2019-01-06,23,PM,100049,202044,마리노블 밍크 롱코트,의류,499000,60.0,129417000.0,260.0
178,2019-01-06,0,AM,100074,200197,비버리힐스폴로클럽 남성기초세트(2018FW골드),이미용,39800,60.0,132733000.0,3335.0
179,2019-01-06,12,PM,100448,202093,무이자 쿠첸 풀스텐 압력밥솥 10인용(A1),주방,168000,60.0,35515000.0,212.0
180,2019-01-06,12,PM,100448,202095,무이자 쿠첸 풀스텐 압력밥솥 6인용(A1),주방,158000,60.0,14060000.0,89.0
181,2019-01-06,12,PM,100448,202098,일시불 쿠첸 풀스텐 압력밥솥 10인용 (A1),주방,158000,60.0,77749000.0,493.0
182,2019-01-06,12,PM,100448,202100,일시불 쿠첸 풀스텐 압력밥솥 6인용(A1),주방,148000,60.0,29667000.0,201.0
183,2019-01-07,1,AM,100221,200771,도네이 남성 터틀넥 스웨터 4종,의류,49000,57.1,13874000.0,284.0
184,2019-01-07,1,AM,100221,200772,도네이 여성 터틀넥 스웨터 4종,의류,49000,57.1,14515000.0,297.0
185,2019-01-07,13,PM,100199,200670,소들녘 소 갈비탕,농수축,50900,60.0,103179000.0,2028.0
186,2019-01-07,14,PM,100255,200868,한일 대용량 스텐 분쇄믹서기,주방,109800,60.0,104065000.0,948.0
187,2019-01-07,15,PM,100849,202512,멋진밥상 흥양농협 햅쌀 20kg,농수축,61000,60.0,134923000.0,2212.0
188,2019-01-07,16,PM,100253,200864,안동간고등어 20팩,농수축,30900,60.0,132025000.0,4273.0
189,2019-01-07,17,PM,100088,200236,에코라믹 통주물 스톤 냄비세트,주방,60900,60.0,126381000.0,2076.0
190,2019-01-07,6,AM,100194,200650,레이프릴 더블엑스 매직니퍼팬티(FW리뉴얼),속옷,39000,60.0,23043000.0,591.0
191,2019-01-07,18,PM,100435,201350,우리바다 손질왕꼬막 24팩,농수축,39900,60.0,202243000.0,5069.0
192,2019-01-07,7,AM,100774,202261,엘렌실라 달팽이크림(콜라겐5+팩트3),이미용,79000,60.0,55315000.0,701.0
193,2019-01-07,19,PM,100501,201514,노비타 스마트 비데,생활용품,189000,60.0,158668000.0,840.0
194,2019-01-07,8,AM,100816,202404,보코 리버시블 무스탕,의류,79000,60.0,39998000.0,507.0
195,2019-01-07,20,PM,100610,201862,푸마 INNO 심리스 롱드로즈 7종,속옷,89000,60.0,5720000.0,65.0
196,2019-01-07,20,PM,100610,201880,푸마 드라이셀라인 뉴 런닝 9종,속옷,89000,60.0,7251000.0,82.0
197,2019-01-07,20,PM,100610,201901,푸마 코튼 라이크라 드로즈 12종,속옷,89000,60.0,94747000.0,1065.0
198,2019-01-07,9,AM,100074,200197,비버리힐스폴로클럽 남성기초세트(2018FW골드),이미용,39800,60.0,85181000.0,2141.0
199,2019-01-07,21,PM,100150,200465,무이자 LG 통돌이 세탁기,가전,489000,60.0,90671000.0,186.0
200,2019-01-07,21,PM,100150,200533,일시불 LG 통돌이 세탁기,가전,439000,60.0,96577000.0,220.0
201,2019-01-07,10,AM,100305,200970,오모떼 360도 텐션업 레이스 패키지 시즌4,속옷,109000,60.0,55597000.0,511.0
202,2019-01-07,22,PM,100718,202108,로베르타 디 까메리노 올레이스 지퍼브라팬티,속옷,89900,60.0,100098000.0,1114.0
203,2019-01-07,11,AM,100765,202229,무이자 린나이 간편쿡 자동불꽃조절 가스레인지 2구,주방,218000,60.0,17822000.0,82.0
204,2019-01-07,11,AM,100765,202230,무이자 린나이 간편쿡 자동불꽃조절 가스레인지 3구,주방,238000,60.0,40935000.0,172.0
205,2019-01-07,11,AM,100765,202237,일시불 린나이 간편쿡 자동불꽃조절 가스레인지 2구,주방,208000,60.0,16941000.0,82.0
206,2019-01-07,11,AM,100765,202238,일시불 린나이 간편쿡 자동불꽃조절 가스레인지 3구,주방,228000,60.0,28104000.0,124.0
207,2019-01-07,23,PM,100271,200896,헤스티지 엘레나 라쿤양가죽 콤비 롱코트,의류,299000,60.0,97413000.0,326.0
208,2019-01-07,0,AM,100433,201346,스위스밀리터리 전동공구세트,생활용품,138000,60.0,83659000.0,607.0
209,2019-01-07,12,PM,100837,202455,(도냄)무이자 쿠쿠전기밥솥 10인용,주방,218000,60.0,46647000.0,214.0
210,2019-01-07,12,PM,100837,202456,(도냄)무이자 쿠쿠전기밥솥 6인용,주방,208000,60.0,15686000.0,76.0
211,2019-01-07,12,PM,100837,202457,(도냄)일시불  쿠쿠전기밥솥 6인용,주방,198000,60.0,14923000.0,76.0
212,2019-01-07,12,PM,100837,202458,(도냄)일시불 쿠쿠전기밥솥 10인용,주방,208000,60.0,40810000.0,197.0
213,2019-01-08,1,AM,100613,201894,푸마 웜셀 기모 치마레깅스 3종,속옷,59000,57.1,47243000.0,801.0
214,2019-01-08,13,PM,100582,201788,천연담아 명품다시팩 100포,농수축,39900,60.0,108120000.0,2710.0
215,2019-01-08,14,PM,100849,202512,멋진밥상 흥양농협 햅쌀 20kg,농수축,61000,60.0,132913000.0,2179.0
216,2019-01-08,15,PM,100832,202444,청정수산 완도활전복 35미,농수축,59900,60.0,117340000.0,1959.0
217,2019-01-08,16,PM,100231,200819,키친플라워 대용량 디지털 에어프라이어 5L,주방,89800,60.0,134611000.0,1500.0
